Participant,CollectionSite,Address,City,State,Zip,MapURL
ADA PD,ADA PD,410 WEST MAIN STREET,ADA,MN,56510,"http://maps.google.com/maps?q=410 WEST MAIN STREET,+ADA,+MN+56510&hl=en"
AITKIN PD,AITKIN POLICE DEPARTMENT,200 BUNKER HILL DRIVE,AITKIN,MN,56431,"http://maps.google.com/maps?q=200 BUNKER HILL DRIVE,+AITKIN,+MN+56431&hl=en"
ALTOONA POLICE DEPARTMENT,ALTOONA POLICE DEPARTMENT EVENT 10:00AM-2:00PM,1904 SPOONER AVE,ALTOONA,WI,54720,"http://maps.google.com/maps?q=1904 SPOONER AVE,+ALTOONA,+WI+54720&hl=en"
ANOKA COUNTY SHERIFF'S OFFICE,ANOKA COUNTY SO,13301 HANSON BOULEVARD NW,ANDOVER,MN,55304,"http://maps.google.com/maps?q=13301 HANSON BOULEVARD NW,+ANDOVER,+MN+55304&hl=en"
APPLE VALLEY PD,APPLE VALLEY PD,7100 147TH STREET WEST,APPLE VALLEY,MN,55124,"http://maps.google.com/maps?q=7100 147TH STREET WEST,+APPLE VALLEY,+MN+55124&hl=en"
ARLINGTON PD,ARLINGTON POLICE DEPARTMENT,108 4TH AVENUE NW,ARLINGTON,MN,55307,"http://maps.google.com/maps?q=108 4TH AVENUE NW,+ARLINGTON,+MN+55307&hl=en"
BECKER PD,BECKER POLICE DEPARTMENT DROPBOX,12060 SHERBURNE AVENUE,BECKER,MN,55308,"http://maps.google.com/maps?q=12060 SHERBURNE AVENUE,+BECKER,+MN+55308&hl=en"
BENSON PD,BENSON PD,2110 HALL AVENUE,BENSON,MN,56215,"http://maps.google.com/maps?q=2110 HALL AVENUE,+BENSON,+MN+56215&hl=en"
BLOOMINGTON PD,BLOOMINGTON PD,1800 W OLD SHAKOPEE ROAD,BLOOMINGTON,MN,55431,"http://maps.google.com/maps?q=1800 W OLD SHAKOPEE ROAD,+BLOOMINGTON,+MN+55431&hl=en"
BOYCEVILLE POLICE DEPARTMENT,BOYCEVILLE VILLAGE HALL EVENT 10:00AM-2:00PM,1233 CHARLOTTE STREET,BOYCEVILLE,WI,54725,"http://maps.google.com/maps?q=1233 CHARLOTTE STREET,+BOYCEVILLE,+WI+54725&hl=en"
BROOKINGS COUNTY SHERIFF'S OFFICE,BROOKINGS COUNTY SHERIFF'S OFFICE,315 7TH AVENUE,BROOKINGS,SD,57006,"http://maps.google.com/maps?q=315 7TH AVENUE,+BROOKINGS,+SD+57006&hl=en"
BROOKLYN PARK PD,BROOKLYN PARK POLICE DEPARTMENT SOUTH PRECINCT,7608 BROOKLYN BOULEVARD,BROOKLYN PARK,MN,55443,"http://maps.google.com/maps?q=7608 BROOKLYN BOULEVARD,+BROOKLYN PARK,+MN+55443&hl=en"
BURNSVILLE PD,BURNSVILLE POLICE DEPARTMENT,100 CIVIC CENTER PARKWAY,BURNSVILLE,MN,55337,"http://maps.google.com/maps?q=100 CIVIC CENTER PARKWAY,+BURNSVILLE,+MN+55337&hl=en"
CARLTON COUNTY SO,CARLTON COUNTY SHERIFF'S OFFICE MAIN FLOOR LOBBY,317 WALNUT AVENUE,CARLTON,MN,55718,"http://maps.google.com/maps?q=317 WALNUT AVENUE,+CARLTON,+MN+55718&hl=en"
