Participant,CollectionSite,Address,City,State,Zip,MapURL
ALEXANDRIA POLICE DEPARTMENT,ALEXANDRIA POLICE DEPARTMENT/COMMUNITY CENTER,8236 W. MAIN ST,ALEXANDRIA,KY,41001,"http://maps.google.com/maps?q=8236 W. MAIN ST,+ALEXANDRIA,+KY+41001&hl=en"
AMBERLEY VILLAGE,AMBERLEY VILLAGE FIRE DEPARTMENT,7149 RIDGE ROAD,CINCINNATI,OH,45237,"http://maps.google.com/maps?q=7149 RIDGE ROAD,+CINCINNATI,+OH+45237&hl=en"
ARCHBOLD POLICE DEPARTMENT,ARCHBOLD POLICE DEPARTMENT,405 E. LUTZ RD,ARCHBOLD,OH,43502,"http://maps.google.com/maps?q=405 E. LUTZ RD,+ARCHBOLD,+OH+43502&hl=en"
ASHLAND KY POLICE,ASHLAND KY POLICE,201 17TH STREET,ASHLAND,KY,41101,"http://maps.google.com/maps?q=201 17TH STREET,+ASHLAND,+KY+41101&hl=en"
ATHENS POLICE DEPARTMENT,ATHENS ELKS LODGE PARKING LOT,600 WEST UNION STREET,ATHENS,OH,45701,"http://maps.google.com/maps?q=600 WEST UNION STREET,+ATHENS,+OH+45701&hl=en"
BECKLEY POLICE DEPARTMENT,RALEIGH COUNTY COMMISSION ON AGING,1614 SOUTH KANAWHA STREET,BECKLEY,WV,25801,"http://maps.google.com/maps?q=1614 SOUTH KANAWHA STREET,+BECKLEY,+WV+25801&hl=en"
BELLEFONTAINE POLICE DEPARTMENT,MARY RUTAN HOSPITAL (OUTSIDE MAIN ENTRANCE),205 PALMER AVE.,BELLEFONTAINE,OH,43311,"http://maps.google.com/maps?q=205 PALMER AVE.,+BELLEFONTAINE,+OH+43311&hl=en"
BEXLEY POLICE DEPARTMENT,BEXLEY POLICE DEPARTMENT DAWN OVERLY,559 NORTH CASSINGHAM ROADBEXLEY,COLUMBUS,OH,43209,"http://maps.google.com/maps?q=559 NORTH CASSINGHAM ROAD,+COLUMBUS,+OH+43209&hl=en"
BLUE ASH POLICE DEPARTMENT,BLUE ASH MUNICIPAL AND SAFETY CENTER FRONT PARKING LOT,4343 COOPER RD,BLUE ASH,OH,45242,"http://maps.google.com/maps?q=4343 COOPER RD,+BLUE ASH,+OH+45242&hl=en"
BOONE COUNTY SHERIFF'S OFFICE,BOONE COUNTY SHERIFF'S OFFICE COUNTY COURTHOUSE,200 STATE STREET,MADISON,WV,25130,"http://maps.google.com/maps?q=200 STATE STREET,+MADISON,+WV+25130&hl=en"
BOONE COUNTY SHERIFF'S OFFICE,JOHN SLACK PARK SHERIFF W WHITE,SR#3GENERAL DELIVERY,RACINE,WV,25165,"http://maps.google.com/maps?q=SR#3,+RACINE,+WV+25165&hl=en"
BOONE COUNTY SHERIFFS OFFICE,BOONE COUNTY SHERIFFS OFFICE SIDE PARKING LOT,3000 CONRAD LANE,BURLINGTON,KY,41005,"http://maps.google.com/maps?q=3000 CONRAD LANE,+BURLINGTON,+KY+41005&hl=en"
BOONE COUNTY SHERIFFS OFFICE,UNION CITY BUILDING PARKING LOT,1843 MOUNT ZION RD,UNION,KY,41091,"http://maps.google.com/maps?q=1843 MOUNT ZION RD,+UNION,+KY+41091&hl=en"
BOONE COUNTY SHERIFFS OFFICE,WALTON KENTUCKY CITY BUILDING PARKING LOT,40 NORTH MAIN STREET,WALTON,KY,41094,"http://maps.google.com/maps?q=40 NORTH MAIN STREET,+WALTON,+KY+41094&hl=en"
BRACKEN COUNTY SHERIFF OFFICE,BRACKEN COUNTY FISCAL COURTHOUSE,116 W MIAMI STREET,BROOKSVILLE,KY,41004,"http://maps.google.com/maps?q=116 W MIAMI STREET,+BROOKSVILLE,+KY+41004&hl=en"
BRAXTON CO. SHERRI'FS OFFICE,BRAXTON COUNTY COURT HOUSE IN FRONT OF COURTHOUSE,300 MAIN STREET,SUTTON,WV,26601,"http://maps.google.com/maps?q=300 MAIN STREET,+SUTTON,+WV+26601&hl=en"
