Participant,CollectionSite,Address,City,State,Zip,MapURL
ALBION DEPARTMENT OF PUBLIC SAFETY,"FAMILY FARE SUPERMARKET 
												
													DRUG TAKE-BACK DAYS ONLY",1406 N. EATON ST.,ALBION,MI,49224,"http://maps.google.com/maps?q=1406 N. EATON ST.,+ALBION,+MI+49224&hl=en"
ALLEGAN COUNTY SHERIFF'S OFC.,ALLEGAN COUNTY SHERIFF'S OFC.,640 RIVER ST.,ALLEGAN,MI,49010,"http://maps.google.com/maps?q=640 RIVER ST.,+ALLEGAN,+MI+49010&hl=en"
AMBERLEY VILLAGE,AMBERLEY VILLAGE FIRE DEPARTMENT,7149 RIDGE ROAD,CINCINNATI,OH,45237,"http://maps.google.com/maps?q=7149 RIDGE ROAD,+CINCINNATI,+OH+45237&hl=en"
ARCHBOLD POLICE DEPARTMENT,ARCHBOLD POLICE DEPARTMENT,405 E. LUTZ RD,ARCHBOLD,OH,43502,"http://maps.google.com/maps?q=405 E. LUTZ RD,+ARCHBOLD,+OH+43502&hl=en"
BARRY COUNTY SHERIFF'S DEPARTMENT,BARRY COUNTY SHERIFF'S DEPARTMENT,1212 W STATE STREET,HASTINGS,MI,49058,"http://maps.google.com/maps?q=1212 W STATE STREET,+HASTINGS,+MI+49058&hl=en"
BELLEFONTAINE POLICE DEPARTMENT,MARY RUTAN HOSPITAL (OUTSIDE MAIN ENTRANCE),205 PALMER AVE.,BELLEFONTAINE,OH,43311,"http://maps.google.com/maps?q=205 PALMER AVE.,+BELLEFONTAINE,+OH+43311&hl=en"
BOWLING GREEN POLICE DIVISION,BOWLING GREEN POLICE DIVISION,175 W. WOOSTER,BOWLING GREEN,OH,43402,"http://maps.google.com/maps?q=175 W. WOOSTER,+BOWLING GREEN,+OH+43402&hl=en"
BRANCH COUNTY SHERIFF'S OFFICE,"BRANCH COUNTY SHERIFF'S OFFICE 
												
													DROP BOX IN FRONT LOBBY",580 MARSHALL ROAD,COLDWATER,MI,49036,"http://maps.google.com/maps?q=580 MARSHALL ROAD,+COLDWATER,+MI+49036&hl=en"
BREMEN POLICE DEPARTMENT,CVS PHARMACY,1150 W. PLYMOUTH STREET,BREMEN,IN,46506,"http://maps.google.com/maps?q=1150 W. PLYMOUTH STREET,+BREMEN,+IN+46506&hl=en"
BRIGHTON POLICE DEPARTMENT,BRIGHTON POLICE DEPARTMENT,440 S THIRD STREET,BRIGHTON,MI,48116,"http://maps.google.com/maps?q=440 S THIRD STREET,+BRIGHTON,+MI+48116&hl=en"
BROWNSTOWN TOWNSHIP POLICE DEPARTMENT,HENRY FORD CENTER FOR HEALTH SERVICES,23050 WEST RD,BROWNSTOWN,MI,48183,"http://maps.google.com/maps?q=23050 WEST RD,+BROWNSTOWN,+MI+48183&hl=en"
BUTLER COUNTY SHERIFF'S OFFICE,KROGER,7300 YANKEE ROAD,MIDDLETOWN,OH,45044,"http://maps.google.com/maps?q=7300 YANKEE ROAD,+MIDDLETOWN,+OH+45044&hl=en"
BUTLER COUNTY SHERIFF'S OFFICE,LIBERTY TWP. PRINCETON GLENDALE FIRE STATION,6682 PRINCETON-GLENDALE RD.,HAMILTON,OH,45011,"http://maps.google.com/maps?q=6682 PRINCETON-GLENDALE RD.,+HAMILTON,+OH+45011&hl=en"
BUTLER TOWNSHIP POLICE DEPARTMENT,"BUTLER TOWNSHIP POLICE DEPARTMENT 
												
													MAIN LOBBY",3510 SUDACHI DR,DAYTON,OH,45414,"http://maps.google.com/maps?q=3510 SUDACHI DR,+DAYTON,+OH+45414&hl=en"
CANTON MI POLICE DEPARTMENT,CANTON POLICE DEPARTMENT,1150 S. CANTON CENTER ROAD,CANTON,MI,48188,"http://maps.google.com/maps?q=1150 S. CANTON CENTER ROAD,+CANTON,+MI+48188&hl=en"
CASS COALITION,"CASS COUNTY SHERIFF'S OFFICE 
												
													PERMANENT DROP BOX AVAILABLE 24/7",321 M-62,CASSOPOLIS,MI,49031,"http://maps.google.com/maps?q=321 M-62,+CASSOPOLIS,+MI+49031&hl=en"
CASS COALITION,"FAMILY FARE 
												
													RED BOX AVAILABLE",56151 M-51 SOUTH,DOWAGIAC,MI,49047,"http://maps.google.com/maps?q=56151 M-51 SOUTH,+DOWAGIAC,+MI+49047&hl=en"
CASS COALITION,HOWARD TOWNSHIP HALL,1345 BARRON LAKE ROAD,NILES,MI,49120,"http://maps.google.com/maps?q=1345 BARRON LAKE ROAD,+NILES,+MI+49120&hl=en"
CASS COALITION,MARCELLUS TOWNSHIP HALL,13163 MARCELLUS HWY,MARCELLUS,MI,49067,"http://maps.google.com/maps?q=13163 MARCELLUS HWY,+MARCELLUS,+MI+49067&hl=en"
CASS COALITION,"ONTWA TWP/EDWARDSBURG POLICE DEPT 
												
													EXTENDED RED MED BOX AVAILABLITY",26296 US-12,EDWARDSBURG,MI,49112,"http://maps.google.com/maps?q=26296 US-12,+EDWARDSBURG,+MI+49112&hl=en"
CASS COALITION,SILVER CREEK TOWNSHIP HALL,32764 DIXON ST,DOWAGIAC,MI,49047,"http://maps.google.com/maps?q=32764 DIXON ST,+DOWAGIAC,+MI+49047&hl=en"
CEDAR LAKE POLICE DEPARTMENT,"CEDAR LAKE POLICE DEPARTMENT 
												
													DROP BOX 24/7",7408 CONSTITUTION AVENUE,CEDAR LAKE,IN,46303,"http://maps.google.com/maps?q=7408 CONSTITUTION AVENUE,+CEDAR LAKE,+IN+46303&hl=en"
CHESTERTON POLICE DEPARTMENT,"CHESTERTON POLICE DEPARTMENT 
												
													DROP BOX 24/7",790 BROADWAY,CHESTERTON,IN,46304,"http://maps.google.com/maps?q=790 BROADWAY,+CHESTERTON,+IN+46304&hl=en"
CINCINNATI POLICE,"KENARD KROGER 
												
													PARKING LOT BY STREET",4777 KENARD AVE,CINCINNATI,OH,45232,"http://maps.google.com/maps?q=4777 KENARD AVE,+CINCINNATI,+OH+45232&hl=en"
CITY OF OXFORD,"TALLAWANDA HIGH SCHOOL 
												
													IN FRONT OF SCHOOL",5301 UNIVERSITY PARK BLVD,OXFORD,OH,45056,"http://maps.google.com/maps?q=5301 UNIVERSITY PARK BLVD,+OXFORD,+OH+45056&hl=en"
CITY OF READING POLICE DEPARTMENT,"CITY OF READING POLICE DEPARTMENT 
												
													POLICE DEPARTMENT LOBBY",1000 MARKET STREETREADING,CINCINNATI,OH,45215,"http://maps.google.com/maps?q=1000 MARKET STREET,+CINCINNATI,+OH+45215&hl=en"
CLEARCREEK TOWNSHIP POLICE DEPARTMENT,CLEARCREEK TOWNSHIP POLICE DEPARTMENT,7593 BUNNELL HILL RD,SPRINGBORO,OH,45066,"http://maps.google.com/maps?q=7593 BUNNELL HILL RD,+SPRINGBORO,+OH+45066&hl=en"
CLYDE POLICE DEPARTMENT,CLYDE POLICE DEPARTMENT,222 N. MAIN ST.,CLYDE,OH,43410,"http://maps.google.com/maps?q=222 N. MAIN ST.,+CLYDE,+OH+43410&hl=en"
CMHSAS OF ST. JOSEPH COUNTY,ST. JOSEPH COUNTY SHERIFF'S OFFICE,650 EAST MAIN STREET,CENTREVILLE,MI,49032,"http://maps.google.com/maps?q=650 EAST MAIN STREET,+CENTREVILLE,+MI+49032&hl=en"
